"ac1A";"ac1B";"ac2A";"ac2B";"ac3A";"ac3B";"ac4";"Or1a";"Or2a";"Or7a";"Or9a";"Or10a";"Or13a";"Or19a";"Or22a";"Or22b";"Or22c";"Or23a";"Or24a";"Or30a";"Or33a";"Or33b";"Or33c";"Or35a";"Or42a";"Or42b";"Or43a";"Or43b";"Or45a";"Or45b";"Or46a";"Or47a";"Or47b";"Or49a";"Or49b";"Or59a";"Or59b";"Or59c";"Or65a";"Or67a";"Or67b";"Or67c";"Or67d";"Or71a";"Or74a";"Or82a";"Or85a";"Or85b";"Or85c";"Or85d";"Or85e";"Or85f";"Or88a";"Or92a";"Or94a";"Or94b";"Or98a";"Gr21a.Gr63a";"ab2B";"ab3B";"ab4B";"ab5B";"pb2A";"Or69a";"ac1";"ac2";"ac3_noOr35a";"Ir31a";"Ir41a";"Ir75a";"Ir75d";"Ir76a";"Ir84a";"Ir92a";"Ir64a.DC4";"Ir64a.DP1m";"ac1BC";"ac2BC";"Or83c"
"NUJGJRNETVAIRJ-UHFFFAOYSA-N";0.0558484477047689;0.684210526315789;0.119022866521509;0.246376811594203;0.377308163175761;0.383132513688672;0.290304020824229;NA;NA;NA;NA;0.206200257129765;0.182387438442631;0.304544288180199;0.308721075189311;NA;NA;NA;NA;NA;NA;NA;NA;0.741082546538011;NA;0.0968421522474784;NA;NA;NA;NA;NA;NA;0.385072985658062;NA;NA;NA;NA;NA;NA;NA;0.0929647154536754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0821774861220743;NA;NA;NA;0.217291499748709;NA;NA;NA;NA;NA;0.31468218442256;0.382923673997413;0.269387755102041;0.316500665297317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.124423963133641
"KSMVZQYAVGTKIV-UHFFFAOYSA-N";0.158595774920372;0.263157894736842;0.147876792625599;0.420289855072464;0.291578250147593;0.232907202778916;0.281626299336094;NA;NA;NA;NA;0.217352689622623;0.111908442477424;NA;0.267254773113627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.105406661867274;NA;NA;NA;NA;NA;NA;0.530292435651644;NA;NA;NA;NA;NA;NA;NA;0.174165999604557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0981599844351295;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.356759176365264;0.380336351875809;0.2;0.313271066671834;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.124423963133641
"FXHGMKSSBGDXIY-UHFFFAOYSA-N";0.162968132057057;0.736842105263158;0.111680458401878;0.420289855072464;0.291578250147593;0.70379990945853;0.285523230128479;NA;NA;NA;NA;0.186202791970158;0.320664219386256;0.0318737255947192;0.710751269117118;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0213904306839589;NA;NA;NA;NA;NA;NA;0.447756507013368;NA;NA;NA;NA;NA;NA;NA;0.210572053406084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.135566384962025;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.18218442256043;0.411384217335058;0.163265306122449;0.335878257050214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.15668202764977
"LVBXEMGDVWVTGY-VOTSOKGWSA-N";NA;NA;NA;NA;NA;NA;NA;NA;NA;0.577129239722645;NA;0.127394034864625;0.450051715547048;NA;0.394268753038548;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0392892419693932;NA;NA;NA;NA;NA;NA;NA;NA;0.182111741435387;NA;0.0991648022747643;NA;NA;NA;NA;0.309186496352762;NA;NA;NA;0.200686313612717;NA;NA;NA;NA;NA;NA;NA;0.101655254209543;NA;NA;0.0529094130754798;NA;0.0887348981580175;0.133307257970566;NA;0.267781116475314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.248847926267281
"GYHFUZHODSMOHU-UHFFFAOYSA-N";0.0558484477047689;0.842105263157895;0.111680458401878;0.27536231884058;0.284434090728579;0.167824470961408;0.320738216927123;NA;NA;0.577129239722645;NA;0.142306677010809;0.112298836766532;NA;0.28929079740939;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0610592498726561;NA;NA;NA;NA;NA;NA;0.384486879502492;NA;0.182111741435387;NA;0.0905425557869269;NA;NA;NA;0.157286657529588;0.309186496352762;NA;NA;NA;0.200686313612717;NA;NA;NA;NA;NA;NA;NA;0.105375382515481;NA;NA;0.0529094130754798;NA;0.0611562648712433;0.106266722289603;NA;0.128010262465335;NA;0.418531781557744;0.367399741267788;0.23469387755102;0.342337454301179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.115207373271889
"NDFKTBCGKNOHPJ-AATRIKPKSA-N";0.158595774920372;0.157894736842105;0.166490703792174;0.420289855072464;0.263001612471537;0.8507330891178;0.419896743362933;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CSCPPACGZOOCGX-UHFFFAOYSA-N";0.11896626294863;NA;0.142127297559513;NA;0.315352090396223;0.191249118398808;0.0947404091990451;NA;0.125853818527534;0.129952912401905;0.287929209557518;0.116323245320504;0.163750619240847;NA;0.301799447325174;NA;NA;0.0418447721588628;NA;NA;NA;0.0783001750025752;NA;0.132203131201526;NA;0.0723618916367647;0.0645285118586059;0.105496317254407;NA;NA;NA;0.0248317071174052;0.581244284908592;NA;0.137350528146766;NA;0.62485275168163;NA;0.150446440173324;0.105959224947696;0.138142808079413;0.309269899869834;NA;NA;NA;0.223624378949058;0.0534048836516977;0.227522785234625;NA;NA;NA;0.322036430868315;0.182637376590995;0.0996473585840044;NA;NA;0.0447359862607736;0.378832742225117;0.079168148857736;0.0559168809281017;NA;0.271768431417846;NA;0.239928379588183;0.403622250970246;0.208163265306122;0.245449495536695;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.124423963133641
"ZWEHNKRNPOVVGH-UHFFFAOYSA-N";0.0361308030122444;0.763157894736842;0.0704664266016405;0.217391304347826;0.210321472230601;0.156819712954756;0.191110667026337;NA;0.229107354321871;0.171975041567893;0.540135409717051;0.113754189158586;0.199018129770125;NA;0.38194031827322;NA;NA;0.135603525542514;NA;NA;NA;0.262943071500741;NA;0.151256091071488;NA;0.329381564954645;0.108958146897529;0.200754045024747;NA;NA;NA;0.0625954308144819;0.532985042869621;NA;0.328907677538217;NA;0.84551981370665;NA;0.216917074538731;0.264189025820246;0.166237332979273;0.309347742040184;NA;0.0429903778600009;NA;0.180178405804757;0.0750723041522418;0.30600088062129;NA;NA;NA;0.585734386399125;0.132211460475704;0.449828415453249;NA;NA;0.0376603612765331;NA;0.0698631531824086;NA;NA;0.108912601115121;NA;0.229185317815577;0.351875808538163;0.247959183673469;0.287434277667971;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.262672811059908
"XNLICIUVMPYHGG-UHFFFAOYSA-N";0.158595774920372;0.210526315789474;0.111680458401878;0.217391304347826;0.234424974795481;0.386853485408143;0.291511235984233;NA;0.553618466818358;0.134740649555331;0.679492936780112;0.190405943030435;NA;0.0376689484301227;0.63486028656033;NA;NA;0.276381861561943;NA;NA;NA;0.295527112059241;NA;0.439991205088137;NA;NA;0.235053877566338;0.476666303476874;NA;NA;NA;0.281105319137928;0.179664082009597;NA;0.117968449632753;NA;0.335979773313502;NA;0.40303485076187;0.276197713192725;NA;0.43577400766719;NA;NA;NA;0.282707716870851;0.045394151103943;0.580711178939684;NA;NA;NA;0.711850799913861;0.0814844320215183;NA;NA;NA;0.0461050374530619;NA;NA;NA;NA;NA;NA;NA;0.385510996119017;0.197959183673469;0.29712307354442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.184331797235023
"CATSNJVOTSVZJV-UHFFFAOYSA-N";0.0558484477047689;0.684210526315789;0.169593022319937;0.231884057971014;0.270145771890551;0.310803067250822;0.229103139422635;0.888888888888889;0.774910911166222;0.120786253594154;0.625756275314166;0.16849670982052;0.333668716450488;0.52433510009251;0.433926397015795;1;NA;0.569338237713278;NA;0.0757721977701095;1;0.104328246405208;0.762589928057554;0.482043361485115;0.634575885339098;0.102644967825076;0.411129184970422;0.386650716304998;0.648274568236002;0.0862755996136454;NA;0.638575116153232;0.554989070715072;1;0.0530414264138934;0.171112095138908;0.212166816678613;0.441926455004022;0.716799331400019;0.652488526459026;0.568473346275365;0.115078026631177;NA;0.100528471109035;0.453004221496621;0.280010107455249;0.241486904391841;1;0.779562732963615;NA;0.144927536231884;0.662323837750666;0.462146072500186;0.109276799093427;0.10666277390495;0.290033224056475;0.924449364042107;0.223791447690282;0.0771646762212354;1;NA;0.594703590028397;NA;0.40107430617726;0.284605433376455;0.144897959183673;0.282589879729747;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.202764976958525
"UHEPJGULSIKKTP-UHFFFAOYSA-N";0.174210429701589;NA;0.128214395497396;NA;0.178794945515057;0.0739166239268779;0.0705773064406924;NA;0.751890903588116;0.0932329505235681;0.50759074680656;0.162539401960881;0.733908212133827;0.595684835078634;0.375367017834918;NA;NA;0.487549365591086;NA;NA;NA;0.0704737545087165;NA;0.0677469581820615;0.259109515637678;0.0795466798495518;0.203529944899136;0.353857494731372;NA;NA;NA;0.153013315637977;0.935101282934284;NA;0.109014431033739;NA;0.0910167637603393;0.87953589886562;0.863154513316025;0.910908323453689;NA;0.0883739743051537;NA;0.0596732317152648;NA;0.332097153055121;0.0480643952865279;0.986194614847477;NA;NA;NA;0.505478486889748;0.122126277252646;9.71813177034344e-05;NA;NA;1;NA;0.124813253979877;0.810326191214129;NA;0.280871600057389;NA;NA;0.294954721862872;0.212244897959184;0.167939128525107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"QSJXEFYPDANLFS-UHFFFAOYSA-N";NA;NA;NA;NA;0.589409262599079;0.120235445779659;0.345051963138025;0.194444444444444;0.242991779220967;0.220519727418503;0.641052540717747;0.0980842550317565;0.248851805473123;0.136415630534817;0.393090735868417;NA;NA;0.284912579050732;NA;0.0383003953073029;0.333333333333333;0.193453764892121;NA;0.173965591426038;0.84556163406923;0.547630402739793;0.21669287747897;0.360353208574499;0.113753698451142;0.0756871593554043;NA;0.0989578268015386;0.710000121423085;0.501809933768828;0.261973892181136;0.119963056536872;0.772765302249129;NA;0.421512204099163;0.266847425358458;0.2184207160324;0.32590978303654;NA;NA;0.0751278032217581;0.181256479094548;0.229141049195996;0.444754469334325;0.239438538329609;NA;NA;0.318141063030592;0.465309009478889;0.804027140426185;0.0526540677135312;0.129234263371669;0.086163246299823;0.220331532712409;0.0858669039803432;0.517455058535309;NA;0.194718099355826;NA;0;0.429495472186287;0.581632653061224;0.261597488664109;0.331803821272755;0.190385075340828;0.898942383347312;0.0245335884644297;0.664337580490478;0.283111850676748;0.229492798998121;0.655101614699332;0.924052700348432;NA;NA;0.15668202764977
"ROWKJAVDOGWPAT-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.189187876036204;NA;NA;0.188224191447276;0.89739531651186;NA;NA;0.497154248669225;0.362978328168128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0685112331955819;NA;NA;NA;NA;NA;0.336351875808538;0.385714285714286;0.25190869278766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"LABTWGUMFABVFG-ARJAWSKDSA-N";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.26157785295637;0.227126340464482;NA;0.5046273876025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.633311417089894;NA;NA;NA;NA;NA;NA;0.611143957583017;NA;NA;NA;NA;NA;NA;NA;0.433998296619981;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.485469867579123;NA;NA;NA;NA;0.0685112331955819;NA;NA;NA;NA;0.238585496866607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"QQZOPKMRPOGIEB-UHFFFAOYSA-N";0.0514760905680835;0.710526315789474;0.188206933486512;0.434782608695652;0.291578250147593;0.386043042349522;0.284192473262444;NA;NA;NA;NA;0.256963053304153;0.186135199868545;0.220479959357508;0.441200501835757;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.22738604130072;NA;NA;NA;NA;NA;NA;0.394636215052942;NA;NA;NA;NA;NA;NA;NA;0.639336760835242;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.139230430672484;NA;NA;NA;0.294215900927951;NA;NA;NA;NA;NA;0.26544315129812;0.333764553686934;0.189795918367347;0.229301502409281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.294930875576037
"PFCHFHIRKBAQGU-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0998463202785532;0.144909824183489;0.115399548329144;0.451915926721117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.796974822708788;NA;NA;NA;NA;NA;NA;0.382025233649102;NA;NA;NA;NA;NA;NA;NA;0.0900024558869128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.473726484822704;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.250223813786929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JHIVVAPYMSGYDF-UHFFFAOYSA-N";0.0446698306978462;0.657894736842105;0.12038403696237;0.159420289855072;0.226227071628698;0.790039440144457;0.679411887453019;0.194444444444444;0.466712680378481;0.153572594458754;0.493797058634978;0.109974044581212;0.051902301972547;0.367592534797217;0.348818935970879;NA;NA;0.635347367613437;NA;0.0196451385693759;0.6;0.247743839372887;1;0.807939800652161;0.247560623709145;0.0993689407561697;0.833445150448205;0.211883077121612;0.192971864813533;0.0721523642220397;NA;0.0207326296322219;0.642878739469194;0.190630979283039;0.126329483766762;0.160201454092676;0.0968425841846017;0.192839849922851;NA;NA;0.334291165314569;0.334211633589414;NA;0.0549342191225239;0.470962730547704;0.0918898372895115;NA;0.271347959712453;0.104082502775761;NA;0.760869565217391;NA;NA;0.0857628968897217;0.0302946833541691;0.0824581117268192;0.0510226573116386;0.409602502696814;0.051658540759652;0.0319708854143596;NA;0.110592179089534;NA;0.224261414503133;0.341526520051746;0.195918367346939;0.213153509281866;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.230414746543779
"ZPVFWPFBNIEHGJ-UHFFFAOYSA-N";0;0.421052631578947;0.147876792625599;0.420289855072464;0.291578250147593;0.366901062403196;0.2412167037912;NA;NA;NA;NA;0.374255877798003;0.401880118768359;0.0376689484301227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00179938306390339;NA;NA;NA;NA;NA;NA;0.546294299367229;NA;NA;NA;NA;NA;NA;NA;0.328330584396719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.100483049916463;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.544762757385855;0.313065976714101;0.185714285714286;0.316500665297317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.170506912442396
"XYYMFUCZDNNGFS-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"VKCYHJWLYTUGCC-UHFFFAOYSA-N";0.158595774920372;0.578947368421053;0.111680458401878;0.434782608695652;0.384452322594774;0.443468982188499;0.279535224272726;NA;NA;0.196675059459538;NA;0.201585457477548;0.211354511130426;0.0733673839177989;0.32302813700505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0475313392850212;NA;NA;NA;NA;NA;NA;0.502499724987735;NA;NA;NA;NA;NA;NA;NA;0.193409028359465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0971366078975978;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.615935541629364;0.439844760672704;0.187755102040816;0.322959862548282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NGAZZOYFWWSOGK-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.115399548329144;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.15668202764977
"YWXLSHOWXZUMSR-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"WRMNZCZEMHIOCP-UHFFFAOYSA-N";NA;NA;NA;NA;0.194927283136643;0.481363125114188;0.261924450017054;NA;0.140604323641011;0.158508492435505;0.265354870155628;0.153693971908293;0.179749951339144;0.0943834661234716;0.33292440457243;NA;NA;0.0833391930482234;NA;NA;NA;0.501892702263074;NA;0.558989432288669;NA;0.089056234411301;0.335930462101386;0.0879046826494161;NA;NA;NA;0.0372475606761078;0.562249114816268;NA;0.471972257976862;NA;0.0632434227912376;NA;0.174097047471501;0.916641435026329;0.913126678856899;0.45900286711728;NA;0.197641216047691;NA;0.258728674977221;0.0860587479224463;0.183722140045865;NA;NA;NA;0.207385145854919;0.313744758490751;0.14875185211048;NA;NA;0.0248703044230016;NA;0.0685112331955819;NA;NA;NA;NA;0.551477170993733;0.388098318240621;0.197959183673469;0.213153509281866;0.473822777192719;0.0389858885434107;0.0702414268870558;0.0255586687623864;0.464036169338266;0.278570802332006;0.100657482780213;0.324262249443207;0.087706881533101;NA;NA;0.110599078341014
"WVDDGKGOMKODPV-UHFFFAOYSA-N";0.0394807893199993;0.789473684210526;0.101512355998203;0.188405797101449;0.248713293633509;0.271191162671568;0.371065828032325;NA;0.079918193219254;0.147393100950558;0.325198076791179;0.189916894685332;0.19215582244255;0.115399548329144;0.303451170594186;NA;NA;0.0584425405146071;NA;NA;NA;0.55619943652724;NA;0.269384442265251;NA;0.100216049976489;0.498529453969792;0.0485379735255092;NA;NA;NA;0.0351782517496574;0.404051302935323;NA;0.735870686679592;NA;0.11967163324412;NA;0.203622947665649;0.460330919570745;0.670855866185735;0.312033129298194;NA;NA;NA;0.25187752015047;0.0560751278342826;0.177710389424249;NA;NA;NA;0.402292330377692;0.283489208821576;0.0891077757029229;NA;NA;0.0316289333410661;NA;NA;NA;NA;NA;NA;0.294538943598926;0.380336351875809;0.118367346938776;0.108191553953675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.124423963133641
"OSWPMRLSEDHDFF-UHFFFAOYSA-N";NA;NA;NA;NA;NA;0.0937895600518513;0.241142571736811;0.833333333333333;0.201376704537307;0.139768293204087;0.18299702137043;1;0.0891727022627989;0.367592534797217;0.336970594055314;0.347826086956522;NA;0.100525579028255;NA;0.122599576945398;0.6;0.160403195550519;NA;0.0472006171033771;0.0624659994124432;0.0260940675439709;0.288700552064786;0.0899289398955288;0;0.019097947212277;NA;0.0270345547187395;0.915749377516371;0.0271056341583281;0.421158295405603;0.0942174801092269;0.0361107156736098;NA;0.0495864450640141;0.123446863971022;0.0959781033499939;0.0939335248087604;NA;0.522230930352999;0;0.0726029355671737;0.0612476441975136;0.0772536398084268;0.0575939322177244;NA;NA;0.220033099070243;0.201810989949709;0.124179293506384;0.0768550846473104;0.188528063383038;0.0675611766054286;0.291739888276275;0.0484376051960416;0.0659656835003549;NA;0.172671983862428;NA;0.633393017009848;0.320827943078913;0.183673469387755;0.29712307354442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0645161290322581
"QPJVMBTYPHYUOC-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.221659560849084;NA;0.125853818527534;0.0754720144434792;0.38504128342673;0.88616798661461;NA;0.034771337012421;0.310554960400859;NA;NA;0.0501436563367349;NA;NA;NA;0.0629475067677737;NA;0.0637700386143987;NA;NA;0.140482079564732;0.267477247427156;NA;NA;NA;0.145478491902685;0.870330777184874;NA;0.289779457486142;NA;0.0444340193069435;NA;0.216917074538731;0.828597332326785;NA;0.0700027116050548;NA;0.31259669205463;NA;0.279282139457475;0.0915519698075486;0.237827895640411;NA;NA;NA;0.643060028905823;0.182637376590995;NA;NA;NA;0.882463564857913;NA;NA;NA;NA;NA;NA;NA;0.393272962483829;0.177551020408163;0.264827087289592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MTZQAGJQAFMTAQ-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.27361425654969;NA;0.125853818527534;0.0932093739513483;0.320594753203828;0.921844124286549;0.105142171536388;0.534527919376242;0.324762540014205;NA;NA;0.0501436563367349;NA;NA;NA;0.154329602972408;NA;0.0597931190467359;NA;0.0173250169136482;0.0215095039528686;0.0879046826494161;NA;NA;NA;0.104036961358584;0.600058370763706;NA;0.0633335956099278;NA;0.0361252192775684;NA;0.163740567046405;0.78856837441852;0.387862843952057;0.0286880884459235;NA;0.211162406334221;NA;0.0609468576432905;0.0293726860084337;0.147651636316168;NA;NA;NA;0.356431816372334;0.222978109483227;0.212617236496242;NA;NA;0.915814224269221;NA;NA;NA;NA;NA;NA;0.512085944494181;0.403622250970246;0.206122448979592;0.280975080417006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MDHYEMXUFSJLGV-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;0.273358869662301;0.0780281805344122;0.269958193742978;0.107442622298128;NA;0.0289761141770175;0.303451170594186;NA;NA;0.0667414246924792;NA;NA;NA;0.186913643530908;NA;0.0657584983982301;NA;NA;0.0837390007637675;0.0592978982928253;NA;NA;NA;0.0927347257556468;0.590324840888675;NA;0.151148410433143;NA;0.21371865066559;NA;0.469505485127277;0.736530729137775;NA;0.0424458175549065;NA;0.0504784730159893;NA;0.238175210496967;0.045394151103943;0.231816145018795;NA;NA;NA;0.195920017353579;0.233063292706285;NA;NA;NA;0.139054955254115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"HUMNYLRZRPPJDN-UHFFFAOYSA-N";0.126893556510098;0.921052631578947;0.145201282104242;0.260869565217391;0.440707141826329;0.328166184010757;0.431273277623904;0.666666666666667;0.159874564377643;0.870097893260511;0.700700762783741;0.39471599202782;0.0304914201961069;0.259395744527446;0.182861828565702;NA;NA;0.0584425405146071;NA;0.821389877031039;0.2;0.155431373860073;0.431654676258993;0.401974933350486;0.0745053052911607;0.0542714476347439;0.406088567105321;0.257753039217235;0.138153672619497;0.812541889277707;NA;0.116883585080229;0.377383818391111;0.04108927025287;0.60390830441246;0.0904674572365148;0.106256213933452;0.0512979864457137;0.0810322125010619;0.695554957643011;0.689652412629912;0.319544121729518;NA;0.0562438654200829;0.21744160248371;0.000100655109430143;0.108031635462855;0.340221204501338;0.113736399772239;NA;0.264492753623188;0.596380428857531;0.243148475929344;0.100852831111955;0.134602804171931;0.0862882839891955;0.155154498601491;0.301908341045875;0.0787795904512364;0.0827281382563654;NA;0.295501518760302;NA;0.102954341987466;0.354463130659767;0.138775510204082;0.203464713405418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.276497695852535
"DTUQWGWMVIHBKE-UHFFFAOYSA-N";0.030369837938461;0.263157894736842;0.111680458401878;0.217391304347826;0.310888794607031;0.097526133758161;0.9445295408061;NA;0.258608364548825;0.237878446848524;0.251544899393577;0.439548444050068;0.0344538413215993;0.283528205974526;0.304636689566904;NA;NA;0.10823584558184;NA;NA;NA;0.262943071500741;NA;0.0578046592629044;NA;0.0459506164941026;0.133806524377009;0.10322242290179;NA;NA;NA;0.104036961358584;0.538992246028791;NA;0.542014210060241;NA;0.0877381000461488;NA;0.283387708904138;0.608438063831326;0.579505607720725;0.103930550999871;NA;NA;NA;0.176177165968703;0.124511301118162;0.297945401856573;NA;NA;NA;0.344966687870994;0.273404025598518;0.242177611621297;NA;NA;0.302546608687007;NA;0.0666187803065723;0.187388329332492;NA;0.116910514966189;NA;NA;0.411384217335058;0.293877551020408;0.206694312030901;0.463442154355348;0.206218607988519;0.206461766445848;0.0468120002733548;0.320728866968078;1;0.0731840951784596;0.400438474387528;0.150043554006969;NA;NA;NA
"KWOLFJPFCHCOCG-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.208670886923932;0.25;0.122846136764672;0.235498305786562;0.472504431586381;0.873997849476792;0.0237171939478194;0.0376689484301227;0.277063957066635;NA;NA;0.0501436563367349;NA;0.516193432144314;0.4;0.0586137125144806;NA;0.112948600297009;0.184595582335189;0.0482504169642075;0.39267354090235;0.118540163154164;0.207219409535087;0.964704380401228;NA;0.153883723783653;0.821321517758157;0.149439629447866;0.542014210060241;0.554525564456119;0.0823579407497338;NA;0.40303485076187;0.732527833346948;0.871760255184764;0.335457508090265;NA;0.0623887394680974;0.085722338899513;0.0612727084337188;0;0.195745641289097;0;NA;NA;1;0.15238182692182;0.101655254209543;0.188630000432057;0.282390450250723;0.310082665374124;0.301908341045875;0.0822298436048282;0.0470270020745897;NA;0.248129484994713;NA;NA;0.426908150064683;0.26530612244898;0.25190869278766;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"KBEBGUQPQBELIU-CMDGGOBGSA-N";NA;NA;NA;NA;NA;NA;0.293097267437418;NA;0.079918193219254;0.104493999410841;0.177891721995976;0.114654550382731;NA;0.0376689484301227;0.251612997398857;NA;NA;0.0916380772260955;NA;NA;NA;0.219497684089408;NA;0.0721577207355117;NA;NA;0.0516228094868847;0.0592978982928253;NA;NA;NA;0.0165544714116035;0.912956022419078;NA;0.117968449632753;NA;0.0444340193069435;NA;0.270093582031056;0.296212192146858;NA;0.0363220633215402;NA;NA;NA;0.0678003954443879;0.0480643952865279;0.273898399370108;NA;NA;NA;0.0257508997515588;0.313744758490751;NA;NA;NA;0.0400120859416808;NA;NA;NA;NA;NA;NA;NA;0.367399741267788;0.206122448979592;0.293893474918937;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
