"ac1A";"ac1B";"ac2A";"ac2B";"ac3A";"ac3B";"ac4";"Or1a";"Or2a";"Or7a";"Or9a";"Or10a";"Or13a";"Or19a";"Or22a";"Or22b";"Or22c";"Or23a";"Or24a";"Or30a";"Or33a";"Or33b";"Or33c";"Or35a";"Or42a";"Or42b";"Or43a";"Or43b";"Or45a";"Or45b";"Or46a";"Or47a";"Or47b";"Or49a";"Or49b";"Or59a";"Or59b";"Or59c";"Or65a";"Or67a";"Or67b";"Or67c";"Or67d";"Or71a";"Or74a";"Or82a";"Or85a";"Or85b";"Or85c";"Or85d";"Or85e";"Or85f";"Or88a";"Or92a";"Or94a";"Or94b";"Or98a";"Gr21a.Gr63a";"ab2B";"ab4B";"ab5B";"pb2A";"Or69a";"ac1";"ac2";"ac3_noOr35a";"Ir31a";"Ir41a";"Ir75a";"Ir75d";"Ir76a";"Ir84a";"Ir92a";"Ir64a.DC4";"Ir64a.DP1m";"ac1BC";"ac2BC";"Or83c"
"YEJRWHAVMIAJKC-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.198362738017162;NA;0.203669894511838;0.220255941248779;0.412298174020753;0.123209086844881;NA;0.0261537304926022;0.165299564324917;NA;NA;0.108487586544978;NA;NA;NA;0.233111758720725;NA;0.507255297990454;NA;NA;0.0801391244813428;0.128856057859913;NA;NA;NA;0.0527908034455661;0.882378805192762;NA;0.036221397872438;NA;0.224553298810562;NA;0.35005210966457;0.461757723143705;NA;0.224988621170413;NA;NA;NA;0.0351865363596291;0.0436628706860176;0.16412046933595;NA;NA;NA;0.346927849147267;0.293574392044634;NA;NA;NA;0.105098086098174;NA;NA;NA;NA;NA;NA;0.307891332470893;0.226530612244898;0.248679094162178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"JBFHTYHTHYHCDJ-UHFFFAOYSA-N";NA;0.236842105263158;0.0257610592854328;0.188405797101449;0.11095675765521;0.598402914672782;0.186815598984134;NA;0.260550657457221;0.0116247531661062;0.654565258866432;0.179236885499847;NA;0.400185647802684;0.418833027610783;NA;NA;0.214535383879017;NA;NA;NA;0.496309893513276;NA;0.77064665229295;NA;NA;0.234667600732508;0.187552634711712;NA;NA;NA;0.103265793921569;0.388835000578971;NA;0.036221397872438;NA;0.238993361069805;NA;0.513397875572109;0.167505950457599;NA;0.303073659140665;NA;NA;NA;0.0874537712097933;0.0565048914760228;0.175910913768287;NA;NA;NA;0.770124474123785;0.303659575267693;NA;NA;NA;0.0922956598902701;NA;NA;NA;NA;NA;NA;0.393272962483829;0.226530612244898;0.109806353266416;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IPBFYZQJXZJBFQ-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;0.184379251204501;0.0350450492215071;0.1754805158944;0.179236885499847;NA;0.430052407353936;0.159895396049788;NA;NA;0.10014238757998;NA;NA;NA;0.281041656554464;NA;0.29074238610021;NA;NA;0.128149754773858;0.171544477388494;NA;NA;NA;0.0835750093527483;0.409668038479515;NA;0.0234079676445232;NA;0.0729397113144733;NA;0.539437712030304;0.0973624963460921;NA;0.208607147762282;NA;NA;NA;0.180304395123141;0.0308208498960124;0.532923107325084;NA;NA;NA;0.416550295518981;0.112041094029588;NA;NA;NA;0.395776684706178;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"IFYYFLINQYPWGJ-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;0.107602949647762;0.0497535478872403;0.0749536052104994;0.132463601282806;NA;0.0716512927389144;0.0827628681358095;NA;NA;0.0500711937899901;NA;NA;NA;0.385904802863052;NA;0.0310632957151297;NA;NA;0.0548320325398661;0.0381431663616785;NA;NA;NA;0.0278487852649871;0.539478297233265;NA;0.0483765122170987;NA;0.0384733854584835;NA;0.231282398779163;0.0453565936619094;NA;0.128404093143618;NA;NA;NA;0.0309317605958727;0.0359576582120145;0.093534808504631;NA;NA;NA;0.083485534196255;0.344000308159925;NA;NA;NA;0.0551537632380116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"GHBSPIPJMLAMEP-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;0.114245291016307;0.044688700538437;0.0722663645257652;0.111682851958914;NA;NA;0.0635952862732636;NA;NA;0.0584163927549884;NA;NA;NA;0.356835895747161;NA;0.0189831251592459;NA;NA;0.0632677298536917;0.0381431663616785;NA;NA;NA;0.036088675942106;0.530559776756673;NA;0.0214658132103547;NA;0.0969635546031203;NA;0.183673785604281;0.0317834797948033;NA;0.126803903828765;NA;NA;NA;0.043696087887142;0.070110518750786;0.118348350139893;NA;NA;NA;0.117086786528157;0.26331884237546;NA;NA;NA;0.0542186573929128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BDAGIHXWWSANSR-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;NA;NA;0.100967952751921;0.0460663650122841;0.114753827464326;0.210155583354738;NA;0.0348716406568029;0.137445187222468;NA;NA;0.00834519896499834;NA;NA;NA;0.0499206786791879;NA;0.0590556534696252;NA;NA;0.0927926704520812;0.0701594810081142;NA;NA;NA;0.0333418207014715;0.401845804046067;NA;0.0872911910753079;NA;0.284973215987015;NA;0.291957097104673;0.0397667989320844;NA;0.190235168739553;NA;NA;NA;0.0309317605958727;0.0410944665280166;0.0959679220149166;NA;NA;NA;0.203644695784986;0.273404025598518;NA;NA;NA;0.0506266776614926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.202764976958525
"QTBSBXVTEAMEQO-UHFFFAOYSA-N";NA;NA;NA;NA;0.635342241679638;0.0286495545109393;0.237248613034542;NA;0.164652375098508;0.0653309103662754;0.101591438640623;0.0386675778489732;0.0708617059981211;0.0290597005473358;0.134528559945994;NA;NA;0.0667615917199867;NA;NA;NA;0.0751880545878534;NA;0.0354236379753333;NA;0.0919491333687459;0.17226874030232;0.0808315858902595;NA;NA;NA;0.0416383407310912;0.331974976405073;NA;0.122863051054519;NA;0.278779189247259;NA;0.321291469363309;0.013243116581168;0.170885894431093;0.15590311212456;NA;NA;NA;0.121130325959594;0.070110518750786;0.124589424291931;NA;NA;NA;0.241211023389657;0.222978109483227;0.0151021992154931;NA;NA;0.0786314713785931;0.150963729854778;NA;0.0101089065439425;NA;NA;0.280605805637358;0.423027166882277;0.866326530612245;0.214768308594608;0.197081390100797;0.599952164553935;1;0.0828606574181644;0;0.382229611046038;0.0241859737006888;1;0.802428135888502;NA;NA;0.115207373271889
"XBDQKXXYIPTUBI-UHFFFAOYSA-N";NA;0.263157894736842;0.30403102525748;0.536231884057971;0.705773945182197;0.0816779263345479;0.296238713501149;0.111111111111111;0.0852234085542816;0.0678480505762322;0.130414819995458;0.31236709910146;0.18247780352072;0.0517401197047466;0.146506579031137;NA;NA;0.0500711937899901;NA;0;0.533333333333333;0.226434863992679;NA;0.0362522382216464;0.206870760185174;0.228542097846012;0.128149754773858;0.0648234285670416;0.0447219468139008;0.0294532811100991;NA;0.0342768844498056;0.454201160291663;0.14114110813373;0.355762027053406;0.0783208103330896;0.278779189247259;NA;0.378298137029085;0.174362996796025;0.139304883023851;0.216995467797103;NA;NA;0.271401658570546;0.119432669594476;0.0487996790020197;0.152417390596674;0.142545646653572;NA;NA;0.277174458416036;0.202807743037111;0.0159108028374774;0.104591636201214;0.0327845931447907;0.0569686372531572;0.166060267931959;NA;0.0342950919083462;NA;NA;0.61337820782499;0.382923673997413;0.666326530612245;0.665297316849462;0;0.521836881128917;0.927536602289634;0.0236110161962687;0.0868612138649129;0.404466219489638;0.124373825923607;0.865362249435589;0.496189024390244;NA;NA;0.0783410138248848
"FERIUCNNQQJTOY-UHFFFAOYSA-N";NA;0.157894736842105;0.160558477403821;0.536231884057971;0.558855365164458;0.089985559063498;0.401946778800347;NA;0.222702443617732;0.193321353818136;0.703798041068138;0.371321723613096;0.380636120569269;0.0348716406568029;0.283892518803297;NA;NA;0.0500711937899901;NA;NA;NA;0.0232898339235601;NA;0.0822973823952222;NA;0.0939660069996797;0.108905639276427;0.134192110300986;NA;NA;NA;0.0835750093527483;0.345001377862256;NA;0.219639218740031;NA;0.295135127314626;NA;0.392244488536043;0.485114518278651;0.176534622664324;0.229684518706995;NA;NA;NA;0.244850987751668;0.0385260623700155;0.130075576263117;NA;NA;NA;0.329617812471948;0.253233659152402;0.0231286714085109;NA;NA;0.0837507089536039;NA;0.0742931769474147;0.0405419274439694;0.00755671986403605;NA;0.542700883466555;0.318240620957309;0.36530612244898;0.980034621297265;0.0579960884609599;0.623774216694571;0.34826711269703;0.0470511856762113;0.0386354295108919;0.587076252015849;0.0428929242329368;0.949750290757337;0.381478658536585;NA;NA;0.0783410138248848
"NQPDZGIKBAWPEJ-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.583055144439102;NA;0.184379251204501;0.183749689509123;0.127814659080296;0.18906652079135;0.173359977908324;0.0232477604378686;0.155715908823092;NA;NA;0.0917971886149818;NA;NA;NA;0.0232898339235601;NA;0.29074238610021;NA;0.159625734603957;0.128149754773858;0.0648234285670416;0.335495721531579;NA;NA;0.0751613106735896;0.42345829632834;NA;0.0735721086641128;NA;0.278779189247259;NA;0.291957097104673;0.697919202150861;0.103272298537308;0.185205564884333;NA;NA;NA;0.207648963812715;0.0565048914760228;0.13069508971648;NA;NA;NA;0.241211023389657;0.202807743037111;0.0197226376992704;NA;NA;0.0444499078710835;NA;NA;0.0217771187714088;NA;NA;0.627681952040387;0.344113842173351;0.285714285714286;0.442455011691147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"FUZZWVXGSFPDMH-UHFFFAOYSA-N";NA;0.552631578947368;0.110906089027942;0.260869565217391;0.165181960387478;0.138858072325186;0.51550610195926;NA;0.194066908437076;0.113502251363798;0.139589171844408;0.142683174617236;0.196347310474651;0.370318888251433;0.35879024446137;NA;NA;0.10014238757998;NA;NA;NA;0.455912215256728;NA;0.0660688607402888;NA;0.139260090713732;0.212191253829395;0.0648234285670416;NA;NA;NA;0.0611690456776173;0.391015049876771;NA;0.182246568403479;NA;0.30871970858615;NA;0.364236073768319;0.082548746256213;0.163015213811966;0.190235168739553;NA;NA;NA;0.1746986384791;0.0359576582120145;0.150465749550827;NA;NA;NA;0.329617812471948;0.222978109483227;0.0207842605694443;NA;NA;0.060710702806565;NA;NA;0.0403387570817907;NA;NA;0.102229701304165;0.408796895213454;0.159183673469388;0.327804260486507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.124423963133641
"MNWFXJYAOYHMED-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.467386331637403;NA;0.144249849974175;0.0787482107172178;0.0856595744943569;0.130565658585053;0.207247582674208;0.11147363880725;0.0802786515318936;NA;NA;0.0584163927549884;NA;NA;NA;0.0606794909067797;NA;0.0791791598432803;NA;0.12547411638804;0.0843569731382556;0.134192110300986;NA;NA;NA;0.038853372696138;0.510352703165708;NA;0.0214658132103547;NA;0.224553298810562;NA;0.246727179971833;0.0291348564785697;0.142826171387538;0.122522753838638;NA;NA;NA;0.043696087887142;0.070110518750786;0.144594682235915;NA;NA;NA;0.183896810306163;0.243148475929344;0.0234416483827065;NA;NA;0.0477745840887792;NA;NA;0.0347110485022083;NA;NA;0.158603281447202;0.445019404915912;0.220408163265306;0.0985027580772262;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"WWZKQHOCKIZLMA-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.226138363029576;NA;0.100967952751921;0.0742383566419693;0.0722663645257652;0.125833537224929;0.177442503417804;0.310585369148929;0.0319344576199741;NA;NA;0.0917971886149818;NA;NA;NA;0.0128151625259898;NA;0.0293375570642892;NA;0.150852841851245;0.128149754773858;0.0808315858902595;NA;NA;NA;0.0500007519389274;0.490791876368652;NA;0.036221397872438;NA;0.129509113315742;NA;0.246727179971833;0.00264862331623361;0.156077750820151;0.130006098474838;NA;NA;NA;0.0351865363596291;0.0513680831600207;0.206537853020569;NA;NA;NA;0.203644695784986;0.283489208821576;0.0240508704011598;NA;NA;0.0463493605263173;NA;NA;0.0397048437650652;NA;NA;0.123264619267985;0.390685640362225;0.179591836734694;0.135643142270279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"FBUKVWPVBMHYJY-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.211328399772957;NA;0.100967952751921;0.0599688475331862;0.0624155766075478;0.130343196670491;0.134734890121886;0.0290597005473358;0.0676165250199611;NA;NA;0.0417259948249917;NA;NA;NA;0.0751880545878534;NA;0.022434602460927;NA;0.13612691473062;0.0674855785106045;0.059487376125969;NA;NA;NA;0.0251026021773768;0.56770733955438;NA;0.0483765122170987;NA;0.149281754600252;NA;0.167331848991829;0.0158917398974016;0.139745912132145;0.148837740941909;NA;NA;NA;0.0351865363596291;0.070110518750786;0.156316995374675;NA;NA;NA;0.183896810306163;0.243148475929344;0.0244265131304565;NA;NA;0.0449246808594104;NA;NA;0.0411031064386652;NA;NA;0.238956668068995;0.328589909443726;0.206122448979592;0.193775917528969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.124423963133641
"OYHQOLUKZRVURQ-HZJYTTRNSA-N";NA;NA;NA;NA;NA;NA;NA;NA;0.0679005313174874;0.48399669885579;0.0856595744943569;0.146404590145288;NA;0.0319656706020693;0.0369370657614892;NA;NA;0.116832785509977;NA;NA;NA;0.0232898339235601;NA;0.304864682768546;NA;NA;0.0717034271675173;0.208896844476002;NA;NA;NA;0.0976310190120885;0.401845804046067;NA;0.036221397872438;NA;0.167766905953674;NA;0.378298137029085;0.0238376098461025;NA;0.121095703841928;NA;NA;NA;0.0351865363596291;0.0743682119972217;0.185891822463719;NA;NA;NA;0.203644695784986;0.182637376590995;NA;NA;NA;0.0463493605263173;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"KQNPFQTWMSNSAP-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.30946523806682;NA;0.100967952751921;0.135612610090815;0.127814659080296;0.239647886519566;0.186560337115275;0.0716512927389144;0.139262360801545;NA;NA;0.0500711937899901;NA;NA;NA;0.033897509184113;NA;0.0438178916507929;NA;0.0925757685653683;0.128149754773858;0.0808315858902595;NA;NA;NA;0.0751613106735896;0.451920239796947;NA;0.103652084804363;NA;0.314423328283655;NA;0.291957097104673;0.0238376098461025;0.166382145277458;0.195068588013069;NA;NA;NA;0.127441691834618;0.0462312748440186;0.14065932511247;NA;NA;NA;0.268288734321015;0.233063292706285;0.0164484272826252;NA;NA;0.0560699662609809;NA;NA;0.00549734621449526;NA;NA;0.412284392090871;0.33117723156533;0.342857142857143;0.368174243305042;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"GWYFCOCPABKNJV-UHFFFAOYSA-N";NA;0.657894736842105;0.0515715089981917;0.420289855072464;0.512808426037613;0.0619887879304547;0.425339714765586;NA;0.154553985224795;0.0874407460890249;0.148582356732928;0.193451430979381;NA;0.0517401197047466;0.16353952669446;NA;NA;0.0417259948249917;NA;NA;NA;0.0285863549564468;NA;0.0590556534696252;NA;NA;0.0801391244813428;0.0754955334491868;NA;NA;NA;0.0667615377294265;0.440861693950039;NA;0.148082021587059;NA;0.302927463151707;NA;0.306700036970183;0.164109948425444;NA;0.204236327505591;NA;0.149117565150447;NA;0.202260488942998;0.070110518750786;0.109744941455429;NA;NA;NA;0.268288734321015;0.243148475929344;NA;NA;NA;0.0512838300425047;NA;NA;NA;NA;NA;0.430374421539756;0.36869340232859;0.238775510204082;0.452143807567595;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0783410138248848
"LCTONWCANYUPML-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.21502811302461;NA;0.144249849974175;0.278287078502926;0.139589171844408;0.19107591737724;NA;0.0716512927389144;0.143198150020526;NA;NA;0.0667615917199867;NA;NA;NA;0.0180077583664781;NA;0.0590556534696252;NA;NA;0.16383148949315;0.0754955334491868;NA;NA;NA;0.0807688466247183;0.401845804046067;NA;0.0607247138467421;NA;0.252800889829902;NA;0.378298137029085;0.0397667989320844;NA;0.185205564884333;NA;NA;NA;0.0309317605958727;0.0410944665280166;0.116231139325485;NA;NA;NA;0.232006570682956;0.303659575267693;NA;NA;NA;0.0492003552288419;NA;NA;NA;NA;NA;NA;0.498059508408797;0.402040816326531;0.164709529899624;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"OBETXYAYXDNJHR-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.276134488051922;NA;0.144249849974175;0.107998636589106;0.0883254047168051;0.148735295266824;NA;0.410141234319768;0.0934028875528798;NA;NA;0.0584163927549884;NA;NA;NA;0.00427172084199661;NA;0.022434602460927;NA;NA;0.0253070919414767;0.267593421327801;NA;NA;NA;0.0948163498312357;0.433055390076809;NA;0.036221397872438;NA;0.259488922079288;NA;0.306700036970183;0.0158917398974016;NA;0.168631937500856;NA;NA;NA;0.0394413121233856;0.0616416997920248;0.279848404507781;NA;NA;NA;0.286006114371229;0.15238182692182;NA;NA;NA;0.0506266776614926;NA;NA;NA;NA;NA;NA;0.307891332470893;0.2;0.184087121652521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
