"ac1A";"ac1B";"ac2A";"ac2B";"ac3A";"ac3B";"ac4";"Or1a";"Or2a";"Or7a";"Or9a";"Or10a";"Or13a";"Or19a";"Or22a";"Or22b";"Or22c";"Or23a";"Or24a";"Or30a";"Or33a";"Or33b";"Or33c";"Or35a";"Or42a";"Or42b";"Or43a";"Or43b";"Or45a";"Or45b";"Or46a";"Or47a";"Or47b";"Or49a";"Or49b";"Or59a";"Or59b";"Or59c";"Or65a";"Or67a";"Or67b";"Or67c";"Or67d";"Or71a";"Or74a";"Or82a";"Or85a";"Or85b";"Or85c";"Or85d";"Or85e";"Or85f";"Or88a";"Or92a";"Or94a";"Or94b";"Or98a";"Gr21a.Gr63a";"ab2B";"ab4B";"ab5B";"pb2A";"Or69a";"ac1";"ac2";"ac3_noOr35a";"Ir31a";"Ir41a";"Ir75a";"Ir75d";"Ir76a";"Ir84a";"Ir92a";"Ir64a.DC4";"Ir64a.DP1m";"ac1BC";"ac2BC";"Or83c"
"SFR";NA;0.421052631578947;0.066419243528838;0.347826086956522;0.104591074274899;0.0834758430179829;0.218041996114247;0;0.117588008640627;0.0839684102758294;0.105814511205901;0.0880328343544128;0.0591553909550675;0.118372810884458;0.0745806464960144;NA;NA;0.0751067906849851;NA;0.0171015396817596;0;0.209165755642946;0.100719424460432;0.0741823037575531;0.0757656136771275;0.116731767382799;0.17226874030232;0.0278989287012362;0.00999601837306883;0.0258334372082046;NA;0.0116237797128985;0.707683930064991;0;0.127827706398673;0.0140152185260223;0.0747266424478854;0.0845382512685077;0.261980596083877;0.0392108799433176;0.00810838752731222;0.153183153557901;NA;0.0531274361076093;0.0247085505640548;0.0743779503607489;0.065868418038843;0.061657944099393;0.0335400330873704;0.107326028293409;0;0.129405874468626;0.273404025598518;0.117538233416519;0.0470301798786552;0.00784326342314339;0.0480932822503899;0.163375601499305;0.0411138490362781;0.101868553557898;0.0233700194184315;NA;0;0.266494178525226;0.171428571428571;0.14856153677221;0.50383631713555;0.331451805788089;0.130920204391871;0.0268912731497301;0.774215645978901;0.396178200952046;0.214699436443331;0;0.0261324041811847;0.363636363636364;0.580635796196835;0.0783410138248848
"XLYOFNOQVPJJNP-UHFFFAOYSA-N";NA;NA;0.10052804559855;NA;0.398050204018969;0.0968872528246557;0.246446646035984;0.194444444444444;NA;0.245460144006691;0.149520917464425;0.140284706812389;0.269036068630678;NA;0.325665944198835;NA;NA;NA;NA;0.0597811620888064;0.266666666666667;NA;NA;NA;0.114676459373336;0.18167249484491;NA;0.0872816039445476;0.294471004870271;0.0289724901253846;NA;NA;NA;0.0721588646534632;0.0620925997032738;NA;0.274751631720065;0.0974641764465032;NA;NA;0.116901695794562;0.203348622787104;NA;0.0400123450682374;0.477577810011172;0.327725733296643;NA;0.173543032531889;0.115300464629351;0.206424139397935;NA;NA;NA;0.0814910349155881;0.216987590696044;0.0878017035292656;0.133136611778045;NA;0.0595447107974399;NA;0.112571742190938;NA;NA;0.368393272962484;0.266665306122449;0.241483548424602;0.599142470287348;0.669744080363549;0.472648651436947;0.0143511241713934;0.585422660638444;0.456156534260112;0;0.85496339878224;0.295731707317073;0.443181818181818;0.645134755891034;NA
"VHUUQVKOLVNVRT-UHFFFAOYSA-N";NA;NA;0.0619102858579631;NA;0.100006690758194;0.294145885705013;0.355203933044196;NA;0.144249849974175;0.193527064999685;0.175072283294348;0.15196598884317;0.189971785389204;0.0319656706020693;0.159908970953345;NA;NA;0.0584163927549884;NA;NA;NA;0.033897509184113;NA;0.0554110713267558;0.066269165827928;0.0398012132760033;0.16383148949315;0.0356224655697265;NA;NA;NA;0.0807688466247183;0.496665965011362;NA;0.017112048485246;NA;0.126911210310188;0.0908402486348732;0.306700036970183;0.0709227475587076;NA;0.183597868717485;NA;0.0408142245385837;NA;0.020755797443899;0.0487996790020197;0.0983563664611396;NA;0.101263349621994;NA;0.294791888336712;0.273404025598518;0.0255778855285533;NA;NA;0.0883957539314029;NA;0.0490487257436897;NA;0.0260263498273135;NA;NA;1;0.175510204081633;0.324135436447958;0.00729652474800665;0;0.188411060529115;0.0323583680721657;1;0.0240870805960166;0.0471978710081402;0.0283573920777177;0.0350609756097561;0.403409090909091;0.69352107224077;NA
"KIDHWZJUCRJVML-UHFFFAOYSA-N";NA;0.684210526315789;1;0.217391304347826;0.209075942442936;0.43747008751222;0.216610201095691;NA;0.174583458512233;0.0708348670102174;0.160213709232718;0.0810880364979471;0.221249961368981;0.0290597005473358;0.14842672737742;NA;NA;0.0584163927549884;NA;NA;NA;0.0606794909067797;NA;0.0396964255103786;0.134853598949885;0.362054690022386;0.0590498811967789;0.0575151138554441;NA;NA;NA;0.0113749763103055;0.361856335447531;NA;0.0733694948398166;NA;0.0963494303990029;0.184356181909316;0.231282398779163;0.0158917398974016;NA;0.247193829433747;NA;0.0642621867887015;NA;0.262558148929112;0.0308208498960124;0.153391065117181;NA;0.17871143292623;NA;0.213242296778795;0.212892926260169;0.0329522536930443;NA;NA;0.0920939135026196;NA;0.0579497768476185;0.48096676662962;0.137036435428039;NA;NA;0.349288486416559;0.913265306122449;0.193775917528969;0.602076124567474;1;0.425910053204906;0.0264812410305474;0.493903274421154;0.369704575920265;0.0873512836568566;0.32622973250325;0.241398083623693;0.443181818181818;0.870953694295253;NA
"VHRGRCVQAFMJIZ-UHFFFAOYSA-N";NA;NA;NA;NA;0.249999615528979;0.118004109523173;0.203917863019645;NA;0.122824788246882;0.0108194580075337;0.133011017238587;0.0979093655168069;NA;0.0261537304926022;0.0715068969391935;NA;NA;0.0166903979299967;NA;NA;NA;0.0445644782372603;NA;0.0822973823952222;NA;NA;0.0885748217951684;0.0915036907724047;NA;NA;NA;0.014120067532117;0.433055390076809;NA;0.0251603044587015;NA;0.149281754600252;NA;0.246727179971833;0.00529724663246721;NA;0.199729078575199;NA;NA;NA;0.0564604151784114;0.0359576582120145;0.128672717310199;NA;NA;NA;0.286006114371229;0.273404025598518;NA;NA;NA;0.0842153842806316;NA;NA;0.0394081336977603;NA;NA;NA;0.605433376455369;0.686734693877551;0.151791135397693;0.316232887016699;0.842908395120785;0.304631245200956;0.0288389257158477;0.595972050965886;0.378594857325622;0.113337507827176;0.293186016282411;0.166539634146341;NA;NA;NA
"QGZKDVFQNNGYKY-UHFFFAOYSA-N";NA;0.631578947368421;0.0343646740962849;0.159420289855072;0.0461784101575628;0.18465492371297;0.417568731881741;NA;NA;0.0956806742341739;NA;0.206648640732329;0.185505283891551;NA;0.00765951222910607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0625639812711619;NA;NA;NA;NA;NA;NA;NA;NA;0.125454635120453;NA;0.0232346204321716;NA;NA;NA;NA;0.250761889651708;NA;NA;NA;0.272693273316165;NA;0.245009586612694;NA;NA;NA;NA;NA;0.0259380216303914;NA;NA;0.110532780654051;0.171110929467705;0.0476407681226798;0.479578548845287;0.124420435658914;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.170506912442396
"HZAXFHJVJLSVMW-UHFFFAOYSA-N";NA;NA;NA;NA;NA;NA;0.248358863039508;NA;NA;0.102526633881776;NA;0.108727425915944;0.195037558465389;NA;0.266916408263331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0625639812711619;NA;NA;NA;NA;NA;NA;NA;NA;0.125454635120453;NA;0.0242441650145533;NA;NA;NA;NA;0.250761889651708;NA;NA;NA;0.272693273316165;NA;0.142117900346642;NA;NA;NA;NA;NA;0.0259380216303914;NA;NA;0.110532780654051;NA;0.159267115989942;NA;0.154260336048412;NA;NA;0.595084087968952;0.220408163265306;0.184087121652521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
"WJYIASZWHGOTOU-UHFFFAOYSA-N";NA;0.578947368421053;0;0.0579710144927536;0.0114821300553384;0.486706744367708;0.209493457249897;NA;NA;NA;NA;NA;NA;0.0517401197047466;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.199223803363519;0.00204081632653061;0.0177627924401555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"BMFVGAAISNGQNM-UHFFFAOYSA-N";NA;0;0;0.0869565217391304;0.0213271551609489;0.399248285385743;0.19182562884293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.15653298835705;0.00102040816326531;0.0129183945019313;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ROSDSFDQCJNGOL-UHFFFAOYSA-N";NA;0.605263157894737;0.0458894024081131;0.217391304347826;0.119363764046547;0.224147946543266;0.419026397905486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.701164294954722;0.0959183673469388;0.122724747768347;0.0476906875282082;0.0660129155704377;0.168265122698792;0.0226542745848425;0.964926702287985;0.070809248919297;1;0.168365601696655;0.186356707317073;NA;NA;NA
